kvkNr,deptNr,name,sector,vatNr
67675871,94989183, air-conditioning,Toerisme,NL396077314B64,null
26972644,49140867,Electronic Geek,Visserij,NL888778987B36,null
12960694,10281481,Jewel Mart,Industrie,NL998211010B44,null
49134358,14263716,Omni Tech,Akker- en tuinbouw,NL804568777B55,null
78165957,59475263,Kelsey's Neighbourhood Bar & Grill,Energie,NL234945055B27,null
17646907,53980710,Muscle Factory,Veeteelt,NL231247915B69,null
58590085,37822014,P. Samuels Men's Clothiers,Transport,NL936742840B41,null
98250141,79091380,Profitpros,Visserij,NL191662432B44,null
82772171,48009607,Roadhouse Grill,Industrie,NL247805601B33,null
66526559,34124900,Jeans Unlimited,Toerisme,NL328200364B53,null
55690948,69987451,Sure Save,Handel en bankwezen,NL629498798B07,null
98214213,91352374,Titania,Toerisme,NL901015901B36,null
80331628,58403624,Sherman's,Akker- en tuinbouw,NL198673706B61,null
43106906,53670142,Jay Jacobs,Visserij,NL493952612B81,null
40984439,36047856,Littler's,Handel en bankwezen,NL998719306B48,null
41876049,28207354,Karl's Shoes,Veeteelt,NL642002476B16,null
45493098,72227835,E.J. Korvette,Handel en bankwezen,NL687210691B03,null
70021614,93659695,Better Business Ideas and Services,Industrie,NL363290406B96,null
22981283,77979590,Sounds Great,Transport,NL985200444B91,null
63236905,35806585,Virgin Megastores,Toerisme,NL206198962B87,null
10487108,99323615,Lawnscape Garden Maintenance,Energie,NL868332261B39,null
72591103,15493913,Wetson's,Transport,NL549155799B58,null
93552078,89129500,Dream Home Improvements,Energie,NL673812901B54,null
13366919,29719289,Newmark & Lewis,Transport,NL249418378B21,null
70492110,30878084,Henry's Hamburgers,Transport,NL365488687B73,null
87643471,16483320,Anthony's,Visserij,NL526488790B85,null
28897561,28986835,Sampson's,Handel en bankwezen,NL882759099B99,null
15338799,52225395,Tech Hifi,Veeteelt,NL339339119B23,null
71696165,79355357,The Record Shops at TSS,Akker- en tuinbouw,NL932720672B34,null
81453764,50956647,Our Own Hardware,Visserij,NL879209242B05,null
45668266,43661865,Multi Tech Development,Veeteelt,NL700817339B86,null
21483464,19227486,Rogers Peet,Visserij,NL831952005B23,null
28286859,52013651,Advansed Teksyztems,Akker- en tuinbouw,NL995529073B50,null
42158469,25345106,Mission You,Energie,NL812137532B01,null
91761933,88174483,Ellman's Catalog Showrooms,Veeteelt,NL742968524B13,null
93270233,86896826,Pomeroy's,Industrie,NL844969518B61,null
81003209,24631597,Kragen Auto Parts,Visserij,NL422517464B31,null
63414362,83618139,Pro Star Garden Management,Toerisme,NL779214906B9,null
95493120,28513047,Fedco,Veeteelt,NL956081978B56,null
19365150,73832920,Incluesiv,Visserij,NL420413043B36,null
99632101,67974452,The Flying Bear,Visserij,NL205025707B19,null
77878748,14117206, commodities,Handel en bankwezen,NL932743918B64,null
91053124,35096736,Thompson,Industrie,NL529028790B02,null
14424334,16612458,McMahan's Furniture,Handel en bankwezen,NL360778842B05,null
52987359,29896027,Golden's Distributors,Toerisme,NL944356316B61,null
93743772,48390682,Protean,Handel en bankwezen,NL185078085B50,null
28285373,46834257,Paper Cutter,Handel en bankwezen,NL931062371B30,null
63862554,52366453,Packer,Akker- en tuinbouw,NL218488988B60,null
75539921,34069420,Auto Works,Toerisme,NL208060153B34,null
50196692,42482200,Monsource,Industrie,NL561441768B42,null
27456150,51598191,Price Savers,Energie,NL844090183B60,null
40131566,72241383,Body Fate,Toerisme,NL971644121B48,null
40928347,40464438,Solution Bridge,Visserij,NL818506331B47,null
75391086,10751107,Destiny Realty,Transport,NL627259597B13,null
20380786,96315145,Earthworks Yard Maintenance,Industrie,NL714429901B69,null
82588899,31260161,Adray,Transport,NL505964815B97,null
32198088,33052882,Fisher Foods,Visserij,NL103214384B12,null
31236888,75200224,Northern Reflections,Energie,NL148798879B54,null
61545514,79649222,Mr. Steak,Industrie,NL696467380B58,null
58878271,52269518,Gold Leaf Garden Management,Akker- en tuinbouw,NL605560527B19,null
74894686,58208970,Federated Group,Handel en bankwezen,NL336387620B03,null
62797672,87114043,Druther's,Veeteelt,NL175950974B63,null
18525254,70336471,Choices,Akker- en tuinbouw,NL416028583B34,null
73503256,73584471,Giant Open Air,Transport,NL795752976B65,null
70520395,86495504,Manning's Cafeterias,Transport,NL470165391B02,null
45726832,28663208,Pro Yard Services,Toerisme,NL980508714B39,null
54161752,80021733,Jitney Jungle,Industrie,NL807135946B56,null
67820166,30203894,Harvest Foods,Veeteelt,NL105118647B53,null
86884218,89180726,Anderson-Little,Energie,NL882057247B47,null
14146942,14763268,Tweeter,Energie,NL322485125B81,null
50422330,93294939,Laura Ashley Mother & Child,Industrie,NL371608627B23,null
79670257,51630339,Ideal Garden Management,Industrie,NL409758790B10,null
47647435,36420299,Realty Zone,Veeteelt,NL725274404B85,null
61365697,74950636,Lionel Kiddie City,Akker- en tuinbouw,NL307855397B13,null
38755618,92461681,Clemens Markets,Industrie,NL387958871B30,null
43517903,38839198,Shabby Chic,Handel en bankwezen,NL253208078B34,null
72784714,66896300,Gottschalks,Veeteelt,NL341670257B16,null
81521070,93580488,Universal Design Partners,Handel en bankwezen,NL260890933B64,null
64541479,45088452,Indiewealth,Toerisme,NL800055893B71,null
88545917,44268445,Lone Wolf Wealth Planning,Veeteelt,NL192621322B93,null
36365201,99479290,Prestigabiz,Akker- en tuinbouw,NL812223339B35,null
19008657,35331786,Elek-Tek,Transport,NL909649290B98,null
45783429,50915257,K's Merchandise,Veeteelt,NL662191287B79,null
79747634,25597329,Rhodes Furniture,Energie,NL382772428B57,null
85322488,79333702,Brooks Fashions,Transport,NL703389932B96,null
53345374,80179946,Earl Abel's,Industrie,NL408257514B43,null
23963037,95637985,Rex Audio Video Appliance,Transport,NL669773848B60,null
39640252,63340811,Multi-Systems Merchant Services,Visserij,NL838908949B87,null
52697048,49860545,Harmony House,Akker- en tuinbouw,NL797339822B22,null
57558473,52793511,Tianguis,Energie,NL284479892B46,null
22870888,15740093,Fireball,Visserij,NL823225262B55,null
17882463,93530647,Formula Gray,Transport,NL921785520B17,null
27242101,88808562,Independent Wealth Management,Visserij,NL118187113B96,null
55930693,91824871,Gallenkamp,Handel en bankwezen,NL350426967B71,null
90407044,70821480,Buena Vista Garden Maintenance,Transport,NL455843748B96,null
14400862,68342311,d.e.m.o.,Toerisme,NL208531036B17,null
60601213,71668901,Audio Aid,Industrie,NL521814822B57,null
25532410,74498863,Monk House Sales,Energie,NL843256265B43,null
31767889,19649524,Mr. AG's,Toerisme,NL253336635B88,null
90364077,93520311,Magik Lamp,Energie,NL629309118B98,null
38448470,92710169,MegaSolutions,Industrie,NL830302365B46,null
33220536,93395766,ManCharm,Akker- en tuinbouw,NL934974897B88,null
58935134,19063395,Superior Interior Design,Transport,NL284321028B58,null
35931492,24555364,Pergament Home Centers,Toerisme,NL924596252B20,null
69772654,31103922,Computer City,Visserij,NL186848073B04,null
35833662,70826714,Strawberries,Akker- en tuinbouw,NL690205605B97,null
12124489,50887422,Museum Company,Visserij,NL148671168B32,null
20839848,61390724,Thrift Auto Parts,Transport,NL205719394B35,null
48311280,62486660,Greenwich IGA,Handel en bankwezen,NL175981797B81,null
59863253,37305421,Isaly's,Akker- en tuinbouw,NL453098025B55,null
33445600,30336049,Builderama,Visserij,NL533741391B29,null
66537866,70601332,Sunflower Market,Energie,NL586339539B33,null
57454873,76987193,Rack N Sack,Industrie,NL210087887B02,null
80526574,93796056,Cut Rite,Transport,NL322204985B49,null
72437841,79904725,Two Pesos,Handel en bankwezen,NL451972228B46,null
33087093,18093552,Seamans Furniture,Transport,NL652286117B71,null
20526901,14812815,Monmax,Visserij,NL111292635B52,null
65307617,53451189,Sammy's Record Shack,Toerisme,NL164147735B19,null
12807348,92301237,Big A Auto Parts,Visserij,NL675935097B52,null
77461049,62181978,Super Duper,Transport,NL276215719B14,null
81544655,51299310,Environ Architectural Design,Veeteelt,NL472880155B82,null
70476537,41744808,Balanced Fortune,Visserij,NL739570883B23,null
75897135,95052021,Bold Ideas,Veeteelt,NL578343673B69,null
13501981,91916488,Opticomp,Visserij,NL446615890B31,null
97924662,48881997,Chatham,Veeteelt,NL361187154B72,null
84037883,50107966,Realty Solution,Akker- en tuinbouw,NL537403748B64,null
26530301,92980910,Grodins,Transport,NL601085972B91,null
11773975,55861362,Star Merchant Services,Veeteelt,NL188148367B43,null
89488290,88211086,Gamma Realty,Energie,NL641571954B74,null
24752689,22589543,id Boutiques,Akker- en tuinbouw,NL577499312B47,null
79157809,93405468,Wheels Discount Auto,Industrie,NL825690954B87,null
32379961,99321140,Richman Brothers,Handel en bankwezen,NL444003546B79,null
59270583,75275043,Rink's,Akker- en tuinbouw,NL788639766B82,null
51439202,73330856,Full Color,Toerisme,NL603332399B40,null
33860812,76540456,Libera,Toerisme,NL875481612B75,null
89970649,86172188,Service Merchandise,Transport,NL593281329B93,null
35972722,28521837,Peaches,Toerisme,NL479761381B24,null
22910477,20707991,Galyan's,Visserij,NL233058478B97,null
98890539,60891244,Piece Goods Fabric,Toerisme,NL353361088B60,null
41789271,21243780,Edwards,Visserij,NL457548593B38,null
48652807,87615309,Evans,Industrie,NL563102989B15,null
36743049,99905087,Pacific Stereo,Akker- en tuinbouw,NL861720311B78,null
10747195,80083299,First Rate Choice,Veeteelt,NL360604203B51,null
81448292,25701501,Home Quarters Warehouse,Energie,NL413133619B48,null
46288671,92114881,Cavages,Energie,NL587617444B73,null
82028896,23721023,KG Menswear,Veeteelt,NL439064689B31,null
52734458,16820228,Xray Eye & Vision Clinics,Veeteelt,NL680615349B88,null
88488367,38125327,Vitamax Health Food Center,Energie,NL672448187B87,null
